UID,CID,Quality,Rep,EF,Interval

34,2,0,0,2.0920000076293945,0
34,3,4,1,2.578399896621704,1
34,4,0,0,2.0920000076293945,0
34,5,0,0,2.0920000076293945,0
6,24,5,6,3.0567994117736816,27
6,18,4,2,1.4567999839782715,2
6,2,4,1,2.578399896621704,1
6,3,4,1,2.578399896621704,1
6,4,4,1,2.578399896621704,1
6,5,0,0,2.0920000076293945,0
6,6,4,1,2.578399896621704,1
6,7,4,1,2.578399896621704,1
6,8,4,1,2.578399896621704,1
6,9,4,1,2.578399896621704,1
6,10,4,1,2.578399896621704,1
6,11,4,1,2.578399896621704,1
6,12,4,1,2.578399896621704,1
6,13,4,1,2.578399896621704,1
6,14,4,1,2.578399896621704,1
6,16,4,1,2.578399896621704,1
6,17,4,1,2.578399896621704,1
6,18,4,1,2.578399896621704,1
6,19,4,1,2.578399896621704,1
6,15,4,1,2.578399896621704,1
6,20,4,1,2.578399896621704,1
6,21,4,1,2.578399896621704,1
6,22,4,1,2.578399896621704,1
6,5,4,1,2.1703999042510986,1
6,23,4,1,2.578399896621704,1
34,9,0,0,2.0920000076293945,0
34,11,0,0,2.0920000076293945,0
6,14,5,3,3.4775986671447754,2
6,34,4,1,2.578399896621704,1
3,2,4,1,2.578399896621704,1
3,3,4,1,2.578399896621704,1
3,4,0,0,2.0920000076293945,0
3,5,4,1,2.578399896621704,1
3,6,4,1,2.578399896621704,1
6,41,4,1,2.578399896621704,1
6,51,4,1,2.578399896621704,1
6,42,4,1,2.578399896621704,1
6,36,4,1,2.578399896621704,1
3,7,4,1,2.578399896621704,1
6,47,4,1,2.578399896621704,1
6,43,4,1,2.578399896621704,1
6,37,4,1,2.578399896621704,1
6,52,0,0,2.0920000076293945,0
6,35,4,1,2.578399896621704,1
3,8,4,1,2.578399896621704,1
6,44,4,1,2.578399896621704,1
6,38,4,1,2.578399896621704,1
6,48,4,1,2.578399896621704,1
6,39,4,1,2.578399896621704,1
3,9,4,1,2.578399896621704,1
6,45,4,1,2.578399896621704,1
6,40,4,1,2.578399896621704,1
6,49,4,1,2.578399896621704,1
6,46,4,1,2.578399896621704,1
6,53,4,1,2.578399896621704,1
6,50,4,1,2.578399896621704,1
6,52,4,1,2.1703999042510986,1
6,34,4,2,2.656799793243408,2
3,10,0,0,2.0920000076293945,0
3,11,4,1,2.578399896621704,1
3,12,0,0,2.0920000076293945,0
6,41,4,2,2.656799793243408,2
6,51,4,2,2.656799793243408,2
6,42,4,2,2.656799793243408,2
6,36,4,2,2.656799793243408,2
3,13,0,0,2.0920000076293945,0
3,14,0,0,2.0920000076293945,0
3,16,4,1,2.578399896621704,1
3,17,4,1,2.578399896621704,1
3,18,0,0,2.0920000076293945,0
3,19,4,1,2.578399896621704,1
3,15,4,1,2.578399896621704,1
3,20,4,1,2.578399896621704,1
3,21,4,1,2.578399896621704,1
3,22,4,1,2.578399896621704,1
3,23,0,0,2.0920000076293945,0
3,4,0,0,1.684000015258789,0
6,2,4,2,2.656799793243408,2
6,3,4,2,2.656799793243408,2
6,4,4,2,2.656799793243408,2
6,6,4,2,2.656799793243408,2
6,7,0,0,2.1703999042510986,0
6,7,4,1,2.2487998008728027,1
6,8,4,2,2.656799793243408,2
6,9,4,2,2.656799793243408,2
6,10,4,2,2.656799793243408,2
6,11,4,2,2.656799793243408,2
6,12,4,2,2.656799793243408,2
6,13,4,2,2.656799793243408,2
6,14,4,2,2.656799793243408,2
6,16,4,2,2.656799793243408,2
6,17,4,2,2.656799793243408,2
6,18,4,2,2.656799793243408,2
6,19,4,2,2.656799793243408,2
6,15,4,2,2.656799793243408,2
6,20,4,2,2.656799793243408,2
6,21,4,2,2.656799793243408,2
6,22,4,2,2.656799793243408,2
6,5,4,2,2.2487998008728027,2
6,23,4,2,2.656799793243408,2
3,10,4,1,2.1703999042510986,1
3,10,4,2,2.2487998008728027,2
3,12,0,0,1.684000015258789,0
3,13,4,1,2.1703999042510986,1
3,14,4,1,2.1703999042510986,1
3,18,0,0,1.684000015258789,0
3,23,0,0,1.684000015258789,0
3,4,0,0,1.2999999523162842,0
3,12,4,1,1.7624000310897827,1
3,18,4,1,1.7624000310897827,1
3,23,4,1,1.7624000310897827,1
3,4,4,1,1.3783999681472778,1
3,2,4,2,2.656799793243408,2
3,3,4,2,2.656799793243408,2
3,5,4,2,2.656799793243408,2
3,6,4,2,2.656799793243408,2
3,7,4,2,2.656799793243408,2
3,8,0,0,2.1703999042510986,0
3,8,0,0,1.7623999118804932,0
3,8,0,0,1.3543999195098877,0
3,8,0,0,1.2999999523162842,0
3,8,0,0,1.2999999523162842,0
3,8,4,1,1.3783999681472778,1
3,9,4,2,2.656799793243408,2
3,11,0,0,2.1703999042510986,0
3,11,0,0,1.7623999118804932,0
3,11,4,1,1.8407999277114868,1
3,16,4,2,2.656799793243408,2
3,17,0,0,2.1703999042510986,0
3,17,4,1,2.2487998008728027,1
3,19,4,2,2.656799793243408,2
3,15,4,2,2.656799793243408,2
3,20,4,2,2.656799793243408,2
3,21,4,2,2.656799793243408,2
3,22,4,2,2.656799793243408,2
34,5,0,0,1.684000015258789,0
34,6,0,0,2.0920000076293945,0
34,7,0,0,2.0920000076293945,0
34,8,0,0,2.0920000076293945,0
6,47,4,2,2.656799793243408,2
6,43,4,2,2.656799793243408,2
6,37,4,2,2.656799793243408,2
6,35,4,2,2.656799793243408,2
6,27,4,1,2.578399896621704,1
6,29,4,1,2.578399896621704,1
6,26,4,1,2.578399896621704,1
6,25,4,1,2.578399896621704,1
6,28,4,1,2.578399896621704,1
6,30,4,1,2.578399896621704,1
6,31,4,1,2.578399896621704,1
6,33,4,1,2.578399896621704,1
6,32,4,1,2.578399896621704,1
6,43,4,2,2.5007994174957275,2
6,43,5,3,2.600799322128296,2
6,72,4,1,2.578399896621704,1
6,73,4,1,2.578399896621704,1
6,74,4,1,2.578399896621704,1
6,75,4,1,2.578399896621704,1
6,79,4,1,2.578399896621704,1
6,78,4,1,2.578399896621704,1
6,76,4,1,2.578399896621704,1
6,77,4,1,2.578399896621704,1
6,80,4,1,2.578399896621704,1
6,81,0,0,2.0920000076293945,0
6,82,4,1,2.578399896621704,1
6,83,4,1,2.578399896621704,1
6,64,0,0,2.1703999042510986,0
6,66,4,2,2.656799793243408,2
6,67,4,2,2.656799793243408,2
6,68,0,0,2.1703999042510986,0
6,69,4,2,2.656799793243408,2
6,70,4,2,2.656799793243408,2
6,71,4,2,2.656799793243408,2
6,54,4,2,2.2487998008728027,2
6,55,5,3,2.7567996978759766,2
6,61,5,3,2.7567996978759766,2
6,62,5,3,2.7567996978759766,2
6,63,5,3,2.7567996978759766,2
6,56,5,3,2.7567996978759766,2
6,57,5,3,2.7567996978759766,2
6,58,3,0,2.6735997200012207,0
6,59,5,3,2.7567996978759766,2
6,60,5,3,2.7567996978759766,2
6,65,3,0,2.6735997200012207,0
15,61,5,6,3.0567994117736816,27
15,59,5,6,3.0567994117736816,27
15,65,3,0,2.973599433898926,0
15,67,5,6,3.0567994117736816,27
15,68,5,6,3.0567994117736816,27
15,69,3,0,2.973599433898926,0
15,71,5,6,3.0567994117736816,27
15,72,5,6,3.0567994117736816,27
3,4,3,0,1.4736000299453735,0
6,7,4,2,2.327199697494507,2
3,13,4,2,2.2487998008728027,2
3,14,0,0,1.7623999118804932,0
3,14,0,0,1.3543999195098877,0
3,14,4,1,1.4327999353408813,1
6,2,5,3,2.7567996978759766,2
6,3,5,3,2.7567996978759766,2
6,4,3,0,2.6735997200012207,0
6,4,4,1,2.751999616622925,1
6,6,5,3,2.7567996978759766,2
6,8,5,3,2.7567996978759766,2
6,10,5,3,2.7567996978759766,2
6,12,5,3,2.7567996978759766,2
6,14,5,3,2.7567996978759766,2
6,17,3,0,2.6735997200012207,0
6,17,4,1,2.751999616622925,1
6,19,5,3,2.7567996978759766,2
6,20,3,0,2.6735997200012207,0
6,20,4,1,2.751999616622925,1
6,22,5,3,2.7567996978759766,2
15,12,4,1,2.578399896621704,1
15,13,4,1,2.578399896621704,1
15,14,4,1,2.578399896621704,1
6,15,5,7,3.15679931640625,83
15,16,4,1,2.578399896621704,1
15,17,4,1,2.578399896621704,1
15,18,4,1,2.578399896621704,1
15,19,4,1,2.578399896621704,1
15,15,4,1,2.578399896621704,1
6,20,3,0,2.817599058151245,0
6,20,4,1,2.895998954772949,1
6,20,4,2,2.9743988513946533,2
42,6,0,0,2.0920000076293945,0
42,55,4,1,2.578399896621704,1
42,58,4,1,2.578399896621704,1
42,62,4,1,2.578399896621704,1
42,65,4,1,2.578399896621704,1
42,63,4,1,2.578399896621704,1
42,54,4,1,2.578399896621704,1
42,56,4,1,2.578399896621704,1
42,57,4,1,2.578399896621704,1
42,60,4,1,2.578399896621704,1
42,61,4,1,2.578399896621704,1
42,59,0,0,2.0920000076293945,0
42,66,4,1,2.578399896621704,1
42,69,4,1,2.578399896621704,1
42,70,0,0,2.0920000076293945,0
42,71,0,0,2.0920000076293945,0
42,72,0,0,2.0920000076293945,0
42,73,0,0,2.0920000076293945,0
42,75,4,1,2.578399896621704,1
42,77,4,1,2.578399896621704,1
42,80,0,0,2.0920000076293945,0
42,82,4,1,2.578399896621704,1
42,74,0,0,2.0920000076293945,0
42,83,4,1,2.578399896621704,1
42,79,0,0,2.0920000076293945,0
42,78,0,0,2.0920000076293945,0
42,76,4,1,2.578399896621704,1
42,81,4,1,2.578399896621704,1
42,64,4,1,2.578399896621704,1
42,67,4,1,2.578399896621704,1
42,68,0,0,2.0920000076293945,0
42,59,0,0,1.684000015258789,0
43,9,4,2,2.327199697494507,2
43,4,5,3,2.7567996978759766,2
43,5,5,3,2.7567996978759766,2
43,6,5,3,2.7567996978759766,2
43,7,5,3,2.7567996978759766,2
43,8,5,3,2.7567996978759766,2
43,11,5,3,2.7567996978759766,2
43,12,5,3,2.7567996978759766,2
43,13,5,3,2.7567996978759766,2
43,14,5,3,2.7567996978759766,2
43,16,5,3,2.7567996978759766,2
43,17,5,3,2.7567996978759766,2
43,18,5,3,2.7567996978759766,2
43,19,5,3,2.7567996978759766,2
43,15,5,3,2.7567996978759766,2
43,20,5,3,2.7567996978759766,2
6,9,5,3,2.7567996978759766,2
6,11,3,0,2.6735997200012207,0
6,11,4,1,2.751999616622925,1
6,13,5,3,2.7567996978759766,2
6,16,5,3,2.7567996978759766,2
6,18,5,3,2.7567996978759766,2
6,15,5,3,2.7567996978759766,2
6,21,5,3,2.7567996978759766,2
6,5,3,0,2.2655997276306152,0
6,23,5,3,2.7567996978759766,2
6,5,4,1,2.3439996242523193,1
3,12,0,0,1.3544000387191772,0
3,18,4,2,1.8408000469207764,2
3,23,4,2,1.8408000469207764,2
3,4,0,0,1.2999999523162842,0
3,8,4,2,1.4567999839782715,2
3,11,4,2,1.9191999435424805,2
3,17,4,2,2.327199697494507,2
3,12,4,1,1.432800054550171,1
3,4,4,1,1.3783999681472778,1
3,14,4,2,1.511199951171875,2
3,10,5,3,2.348799705505371,2
3,2,5,3,2.7567996978759766,2
3,3,5,3,2.7567996978759766,2
3,5,5,3,2.7567996978759766,2
3,6,5,3,2.7567996978759766,2
3,7,5,3,2.7567996978759766,2
3,9,5,3,2.7567996978759766,2
3,16,5,3,2.7567996978759766,2
3,19,5,3,2.7567996978759766,2
3,15,5,3,2.7567996978759766,2
3,20,5,3,2.7567996978759766,2
3,21,5,3,2.7567996978759766,2
3,22,5,3,2.7567996978759766,2
6,23,3,0,3.247199058532715,0
6,23,4,1,3.325598955154419,1
37,2,4,1,2.578399896621704,1
37,3,0,0,2.0920000076293945,0
37,4,4,1,2.578399896621704,1
37,5,0,0,2.0920000076293945,0
37,6,4,1,2.578399896621704,1
37,7,0,0,2.0920000076293945,0
37,8,4,1,2.578399896621704,1
37,9,4,1,2.578399896621704,1
37,11,4,1,2.578399896621704,1
37,12,4,1,2.578399896621704,1
6,55,4,1,2.578399896621704,1
6,61,4,1,2.578399896621704,1
6,62,4,1,2.578399896621704,1
6,63,4,1,2.578399896621704,1
6,54,0,0,2.0920000076293945,0
6,56,4,1,2.578399896621704,1
6,57,4,1,2.578399896621704,1
6,58,4,1,2.578399896621704,1
6,81,4,1,2.1703999042510986,1
6,64,0,0,1.7623999118804932,0
6,68,0,0,1.7623999118804932,0
6,58,4,1,2.751999616622925,1
6,65,4,1,2.751999616622925,1
6,9,5,6,3.430398941040039,34
6,64,4,1,1.8407999277114868,1
6,68,4,1,1.8407999277114868,1
6,72,4,2,2.656799793243408,2
6,73,4,2,2.656799793243408,2
6,74,4,2,2.656799793243408,2
6,7,5,3,2.427199602127075,2
6,75,4,2,2.656799793243408,2
6,79,4,2,2.656799793243408,2
6,78,4,2,2.656799793243408,2
6,76,4,2,2.656799793243408,2
6,4,4,2,2.830399513244629,2
6,11,4,2,2.830399513244629,2
6,17,4,2,2.830399513244629,2
6,20,0,0,2.3439996242523193,0
6,20,4,1,2.4223995208740234,1
6,5,4,2,2.4223995208740234,2
6,20,4,2,2.5007994174957275,2
6,2,5,4,2.856799602508545,3
6,3,5,4,2.856799602508545,3
6,6,5,4,2.856799602508545,3
6,8,5,4,2.856799602508545,3
6,9,5,4,2.856799602508545,3
6,24,4,1,2.578399896621704,1
6,10,3,0,2.773599624633789,0
6,10,0,0,2.3655996322631836,0
6,10,4,1,2.4439995288848877,1
6,12,5,4,2.856799602508545,3
6,13,5,4,2.856799602508545,3
6,14,3,0,2.773599624633789,0
6,14,4,1,2.851999521255493,1
6,16,5,4,2.856799602508545,3
6,18,5,4,2.856799602508545,3
6,19,5,4,2.856799602508545,3
6,15,5,4,2.856799602508545,3
6,21,5,4,2.856799602508545,3
6,22,5,4,2.856799602508545,3
6,23,3,0,2.773599624633789,0
6,23,4,1,2.851999521255493,1
6,24,4,2,2.656799793243408,2
3,12,0,0,1.2999999523162842,0
3,4,4,2,1.4567999839782715,2
3,13,5,3,2.348799705505371,2
3,12,4,1,1.3783999681472778,1
3,18,5,3,1.9408000707626343,2
3,23,5,3,1.9408000707626343,2
3,8,5,3,1.5568000078201294,2
3,11,3,0,1.9359999895095825,0
3,11,0,0,1.527999997138977,0
3,11,4,1,1.6064000129699707,1
3,17,5,3,2.427199602127075,2
3,14,5,3,1.611199975013733,2
3,10,3,0,2.3655996322631836,0
3,2,5,4,2.856799602508545,3
3,3,3,0,2.773599624633789,0
3,5,3,0,2.773599624633789,0
3,6,5,4,2.856799602508545,3
3,7,3,0,2.773599624633789,0
3,9,5,4,2.856799602508545,3
3,16,5,4,2.856799602508545,3
3,19,5,4,2.856799602508545,3
3,15,5,4,2.856799602508545,3
3,20,5,4,2.856799602508545,3
3,21,5,4,2.856799602508545,3
3,22,5,4,2.856799602508545,3
3,12,4,2,1.4567999839782715,2
3,11,4,2,1.6848000288009644,2
3,10,4,1,2.4439995288848877,1
3,3,4,1,2.851999521255493,1
3,5,4,1,2.851999521255493,1
3,7,4,1,2.851999521255493,1
3,4,3,0,1.4736000299453735,0
3,4,4,1,1.5520000457763672,1
3,13,5,4,2.4487996101379395,3
3,18,5,4,2.040800094604492,3
3,23,5,4,2.040800094604492,3
3,8,3,0,1.5736000537872314,0
3,8,4,1,1.652000069618225,1
3,17,5,4,2.5271995067596436,3
3,14,5,4,1.7111999988555908,3
3,10,4,2,2.522399425506592,2
3,3,4,2,2.9303994178771973,2
3,5,0,0,2.4439995288848877,0
3,5,4,1,2.522399425506592,1
6,10,4,2,2.522399425506592,2
6,14,4,2,2.9303994178771973,2
6,23,4,2,2.9303994178771973,2
6,7,5,4,2.5271995067596436,3
6,4,3,0,2.8471994400024414,0
6,11,5,3,2.9303994178771973,2
6,17,5,3,2.9303994178771973,2
6,5,3,0,2.439199447631836,0
6,20,5,3,2.600799322128296,2
6,24,5,3,2.7567996978759766,2
6,4,4,1,2.9255993366241455,1
6,5,4,1,2.51759934425354,1
6,2,5,5,2.9567995071411133,9
6,3,5,5,2.9567995071411133,9
6,6,5,5,2.9567995071411133,9
37,13,4,1,2.578399896621704,1
37,14,4,1,2.578399896621704,1
37,16,4,1,2.578399896621704,1
38,2,4,1,2.578399896621704,1
6,59,4,1,2.578399896621704,1
6,60,4,1,2.578399896621704,1
6,65,4,1,2.578399896621704,1
6,64,4,1,2.578399896621704,1
6,66,4,1,2.578399896621704,1
6,67,4,1,2.578399896621704,1
6,68,4,1,2.578399896621704,1
6,69,4,1,2.578399896621704,1
6,70,4,1,2.578399896621704,1
6,71,4,1,2.578399896621704,1
6,54,4,1,2.1703999042510986,1
6,55,4,2,2.656799793243408,2
6,61,4,2,2.656799793243408,2
6,62,4,2,2.656799793243408,2
6,63,4,2,2.656799793243408,2
6,56,4,2,2.656799793243408,2
6,57,4,2,2.656799793243408,2
6,58,4,2,2.656799793243408,2
6,59,4,2,2.656799793243408,2
6,60,4,2,2.656799793243408,2
38,2,4,1,2.578399896621704,1
6,65,4,2,2.656799793243408,2
15,20,4,1,2.578399896621704,1
15,21,4,1,2.578399896621704,1
15,21,4,2,2.656799793243408,2
15,55,4,1,2.578399896621704,1
15,62,4,1,2.578399896621704,1
15,63,4,1,2.578399896621704,1
15,54,0,0,2.0920000076293945,0
15,56,4,1,2.578399896621704,1
15,57,4,1,2.578399896621704,1
15,58,4,1,2.578399896621704,1
15,60,4,1,2.578399896621704,1
15,61,4,1,2.578399896621704,1
15,59,4,1,2.578399896621704,1
15,65,4,1,2.578399896621704,1
15,64,4,1,2.578399896621704,1
15,66,4,1,2.578399896621704,1
15,67,4,1,2.578399896621704,1
15,68,4,1,2.578399896621704,1
15,69,4,1,2.578399896621704,1
15,70,0,0,2.0920000076293945,0
15,71,4,1,2.578399896621704,1
15,72,4,1,2.578399896621704,1
15,57,4,2,2.656799793243408,2
15,58,4,2,2.656799793243408,2
15,60,4,2,2.656799793243408,2
15,61,4,2,2.656799793243408,2
15,59,4,2,2.656799793243408,2
15,65,4,2,2.656799793243408,2
15,64,4,2,2.656799793243408,2
15,66,4,2,2.656799793243408,2
15,67,4,2,2.656799793243408,2
15,68,4,2,2.656799793243408,2
15,69,4,2,2.656799793243408,2
15,71,4,2,2.656799793243408,2
15,72,4,2,2.656799793243408,2
15,73,0,0,2.1703999042510986,0
15,73,4,1,2.2487998008728027,1
15,74,4,2,2.656799793243408,2
15,75,4,2,2.656799793243408,2
15,76,4,2,2.656799793243408,2
15,77,4,2,2.656799793243408,2
15,78,4,2,2.656799793243408,2
15,79,4,2,2.656799793243408,2
15,54,4,2,2.2487998008728027,2
15,70,4,2,2.2487998008728027,2
15,73,4,2,2.327199697494507,2
15,63,5,3,2.7567996978759766,2
15,58,5,3,2.7567996978759766,2
15,59,5,3,2.7567996978759766,2
15,66,5,3,2.7567996978759766,2
15,69,5,3,2.7567996978759766,2
15,74,5,3,2.7567996978759766,2
15,77,5,3,2.7567996978759766,2
15,54,5,3,2.348799705505371,2
15,55,5,4,2.856799602508545,3
6,77,4,2,2.656799793243408,2
6,80,4,2,2.656799793243408,2
6,82,4,2,2.656799793243408,2
6,83,4,2,2.656799793243408,2
6,30,5,4,2.856799602508545,3
6,31,5,4,2.856799602508545,3
6,33,3,0,2.773599624633789,0
6,33,4,1,2.851999521255493,1
6,32,5,4,2.856799602508545,3
6,26,3,0,2.8471994400024414,0
6,26,4,1,2.9255993366241455,1
43,21,5,3,2.7567996978759766,2
43,22,5,3,2.7567996978759766,2
40,2,4,1,2.578399896621704,1
40,3,4,1,2.578399896621704,1
40,4,0,0,2.0920000076293945,0
15,21,4,2,2.656799793243408,2
15,72,4,1,2.578399896621704,1
15,73,4,1,2.578399896621704,1
15,74,4,1,2.578399896621704,1
15,75,4,1,2.578399896621704,1
15,76,4,1,2.578399896621704,1
15,77,4,1,2.578399896621704,1
15,78,4,1,2.578399896621704,1
15,79,4,1,2.578399896621704,1
15,54,4,1,2.1703999042510986,1
15,70,4,1,2.1703999042510986,1
15,55,4,2,2.656799793243408,2
15,62,4,2,2.656799793243408,2
15,63,4,2,2.656799793243408,2
15,56,4,2,2.656799793243408,2
15,55,5,3,2.7567996978759766,2
15,56,5,3,2.7567996978759766,2
15,60,5,3,2.7567996978759766,2
15,65,5,3,2.7567996978759766,2
15,67,5,3,2.7567996978759766,2
15,71,5,3,2.7567996978759766,2
15,75,5,3,2.7567996978759766,2
15,78,5,3,2.7567996978759766,2
15,70,5,3,2.348799705505371,2
15,62,5,4,2.856799602508545,3
3,55,4,1,2.578399896621704,1
3,62,0,0,2.0920000076293945,0
3,63,4,1,2.578399896621704,1
3,54,0,0,2.0920000076293945,0
3,56,4,1,2.578399896621704,1
3,57,4,1,2.578399896621704,1
3,58,4,1,2.578399896621704,1
3,60,0,0,2.0920000076293945,0
3,61,0,0,2.0920000076293945,0
3,59,4,1,2.578399896621704,1
3,65,0,0,2.0920000076293945,0
3,64,0,0,2.0920000076293945,0
3,66,0,0,2.0920000076293945,0
3,67,4,1,2.578399896621704,1
3,68,0,0,2.0920000076293945,0
3,69,4,1,2.578399896621704,1
46,2,4,1,2.578399896621704,1
43,4,4,2,2.656799793243408,2
43,5,4,2,2.656799793243408,2
43,6,4,2,2.656799793243408,2
43,7,4,2,2.656799793243408,2
43,8,4,2,2.656799793243408,2
43,9,0,0,2.1703999042510986,0
43,11,4,2,2.656799793243408,2
43,12,4,2,2.656799793243408,2
43,13,4,2,2.656799793243408,2
43,14,4,2,2.656799793243408,2
43,16,4,2,2.656799793243408,2
43,17,4,2,2.656799793243408,2
43,18,4,2,2.656799793243408,2
43,19,4,2,2.656799793243408,2
43,15,4,2,2.656799793243408,2
43,20,4,2,2.656799793243408,2
43,21,4,2,2.656799793243408,2
43,22,4,2,2.656799793243408,2
43,23,4,2,2.656799793243408,2
43,10,4,2,2.656799793243408,2
43,2,4,2,2.2487998008728027,2
43,3,4,2,2.2487998008728027,2
43,9,4,1,2.2487998008728027,1
43,23,3,0,2.6735997200012207,0
43,10,5,3,2.7567996978759766,2
6,9,5,5,3.3303990364074707,10
6,23,4,2,3.403998851776123,2
6,4,3,0,2.222398519515991,0
6,4,4,1,2.3007984161376953,1
6,10,5,3,1.5568000078201294,2
15,72,4,1,2.578399896621704,1
15,62,5,3,2.7567996978759766,2
15,57,5,3,2.7567996978759766,2
15,61,5,3,2.7567996978759766,2
15,64,5,3,2.7567996978759766,2
15,68,5,3,2.7567996978759766,2
15,72,5,3,2.7567996978759766,2
15,76,5,3,2.7567996978759766,2
15,79,5,3,2.7567996978759766,2
15,73,5,3,2.427199602127075,2
15,63,5,4,2.856799602508545,3
34,12,0,0,2.0920000076293945,0
34,13,4,1,2.578399896621704,1
34,14,4,1,2.578399896621704,1
34,16,4,1,2.578399896621704,1
34,34,4,1,2.578399896621704,1
34,41,4,1,2.578399896621704,1
34,51,4,1,2.578399896621704,1
34,42,4,1,2.578399896621704,1
34,36,4,1,2.578399896621704,1
34,47,4,1,2.578399896621704,1
34,43,4,1,2.578399896621704,1
34,37,0,0,2.0920000076293945,0
34,52,0,0,2.0920000076293945,0
43,2,5,3,2.348799705505371,2
43,3,5,3,2.348799705505371,2
43,23,4,1,2.751999616622925,1
3,7,5,4,3.3039989471435547,3
41,2,4,1,2.578399896621704,1
41,3,0,0,2.0920000076293945,0
41,4,0,0,2.0920000076293945,0
41,5,4,1,2.578399896621704,1
41,6,0,0,2.0920000076293945,0
41,7,4,1,2.578399896621704,1
41,8,0,0,2.0920000076293945,0
41,9,4,1,2.578399896621704,1
41,11,4,1,2.578399896621704,1
41,12,4,1,2.578399896621704,1
41,13,4,1,2.578399896621704,1
41,14,4,1,2.578399896621704,1
41,16,4,1,2.578399896621704,1
41,17,0,0,2.0920000076293945,0
41,18,0,0,2.0920000076293945,0
