UID,CID,Quality,Rep,EF,Interval
41,19,4,1,2.578399896621704,1
41,15,4,1,2.578399896621704,1
41,20,4,1,2.578399896621704,1
41,21,4,1,2.578399896621704,1
41,22,4,1,2.578399896621704,1
41,23,0,0,2.0920000076293945,0
41,10,4,1,2.578399896621704,1
41,3,0,0,1.684000015258789,0
3,70,4,1,2.578399896621704,1
3,71,4,1,2.578399896621704,1
3,72,0,0,2.0920000076293945,0
3,73,0,0,2.0920000076293945,0
3,74,0,0,2.0920000076293945,0
3,75,4,1,2.578399896621704,1
3,79,0,0,2.0920000076293945,0
3,76,4,1,2.578399896621704,1
3,77,0,0,2.0920000076293945,0
3,80,0,0,2.0920000076293945,0
3,81,0,0,2.0920000076293945,0
15,80,4,1,2.578399896621704,1
15,81,4,1,2.578399896621704,1
15,82,4,1,2.578399896621704,1
15,83,4,1,2.578399896621704,1
15,80,4,2,2.656799793243408,2
15,81,4,2,2.656799793243408,2
15,82,4,2,2.656799793243408,2
15,83,4,2,2.656799793243408,2
15,57,5,4,2.856799602508545,3
15,60,5,4,2.856799602508545,3
15,59,5,4,2.856799602508545,3
15,64,3,0,2.773599624633789,0
15,64,4,1,2.851999521255493,1
15,64,4,2,2.9303994178771973,2
15,67,5,4,2.856799602508545,3
15,69,5,4,2.856799602508545,3
15,72,5,4,2.856799602508545,3
15,75,5,4,2.856799602508545,3
15,77,5,4,2.856799602508545,3
15,79,5,4,2.856799602508545,3
15,70,5,4,2.4487996101379395,3
15,80,3,0,2.6735997200012207,0
15,80,4,1,2.751999616622925,1
15,80,4,2,2.830399513244629,2
15,82,5,3,2.7567996978759766,2
15,64,5,3,3.0303993225097656,2
15,80,5,3,2.9303994178771973,2
15,82,5,4,2.856799602508545,3
15,64,5,4,3.130399227142334,3
15,80,5,4,3.0303993225097656,3
15,55,5,5,2.9567995071411133,9
15,63,5,5,2.9567995071411133,9
15,57,5,5,2.9567995071411133,9
15,60,5,5,2.9567995071411133,9
15,59,5,5,2.9567995071411133,9
15,67,5,5,2.9567995071411133,9
6,4,4,2,2.3791983127593994,2
6,18,5,3,1.5568000078201294,2
6,14,5,4,3.5775985717773438,3
6,20,3,0,2.991198778152466,0
6,20,0,0,2.5831987857818604,0
6,20,0,0,2.175198793411255,0
6,20,0,0,1.7671988010406494,0
6,20,0,0,1.359198808670044,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,0,0,1.2999999523162842,0
6,20,4,1,1.3783999681472778,1
6,20,4,2,1.4567999839782715,2
3,78,0,0,2.0920000076293945,0
15,56,5,4,2.856799602508545,3
15,58,5,4,2.856799602508545,3
15,61,5,4,2.856799602508545,3
15,65,5,4,2.856799602508545,3
15,66,3,0,2.773599624633789,0
15,66,4,1,2.851999521255493,1
15,66,4,2,2.9303994178771973,2
15,68,5,4,2.856799602508545,3
15,71,5,4,2.856799602508545,3
15,74,5,4,2.856799602508545,3
15,76,5,4,2.856799602508545,3
15,78,5,4,2.856799602508545,3
15,54,5,4,2.4487996101379395,3
15,73,5,4,2.5271995067596436,3
15,81,5,3,2.7567996978759766,2
15,83,3,0,2.6735997200012207,0
15,83,4,1,2.751999616622925,1
15,83,4,2,2.830399513244629,2
15,66,5,3,3.0303993225097656,2
15,81,5,4,2.856799602508545,3
15,83,5,3,2.9303994178771973,2
15,66,5,4,3.130399227142334,3
15,83,5,4,3.0303993225097656,3
15,62,5,5,2.9567995071411133,9
15,56,5,5,2.9567995071411133,9
15,58,5,5,2.9567995071411133,9
15,61,5,5,2.9567995071411133,9
15,65,5,5,2.9567995071411133,9
15,68,5,5,2.9567995071411133,9
15,71,5,5,2.9567995071411133,9
15,74,5,5,2.9567995071411133,9
15,76,5,5,2.9567995071411133,9
15,78,5,5,2.9567995071411133,9
15,54,5,5,2.548799514770508,8
15,73,5,5,2.627199411392212,8
15,82,5,5,2.9567995071411133,9
15,66,5,5,3.2303991317749023,10
15,83,5,5,3.130399227142334,10
15,70,5,6,2.648799419403076,21
15,55,5,6,3.0567994117736816,27
15,63,5,6,3.0567994117736816,27
34,35,4,1,2.578399896621704,1
34,44,4,1,2.578399896621704,1
34,38,4,1,2.578399896621704,1
34,48,4,1,2.578399896621704,1
34,39,4,1,2.578399896621704,1
6,23,5,3,3.5039987564086914,2
6,10,5,4,1.6568000316619873,3
6,8,5,5,2.9567995071411133,9
3,7,4,2,2.9303994178771973,2
3,4,4,2,1.6304000616073608,2
3,8,4,2,1.7304000854492188,2
3,5,4,2,2.600799322128296,2
3,12,3,0,1.4736000299453735,0
3,12,4,1,1.5520000457763672,1
3,11,3,0,1.7016000747680664,0
3,11,0,0,1.2999999523162842,0
3,11,4,1,1.3783999681472778,1
3,10,5,3,2.62239933013916,2
3,3,5,3,3.0303993225097656,2
3,12,4,2,1.6304000616073608,2
3,11,4,2,1.4567999839782715,2
3,2,5,5,2.9567995071411133,9
3,6,5,5,2.9567995071411133,9
3,9,5,5,2.9567995071411133,9
3,16,5,5,2.9567995071411133,9
3,19,5,5,2.9567995071411133,9
3,15,5,5,2.9567995071411133,9
3,20,5,5,2.9567995071411133,9
3,21,5,5,2.9567995071411133,9
3,22,5,5,2.9567995071411133,9
3,13,3,0,2.465599536895752,0
3,13,4,1,2.543999433517456,1
3,13,4,2,2.62239933013916,2
3,18,5,5,2.1407999992370605,7
3,23,5,5,2.1407999992370605,7
3,17,5,5,2.627199411392212,8
3,14,3,0,1.7280000448226929,0
3,14,0,0,1.3200000524520874,0
3,14,4,1,1.398400068283081,1
3,14,4,2,1.4768000841140747,2
3,14,5,3,1.5768001079559326,2
6,4,3,0,2.395998239517212,0
6,4,0,0,1.9879982471466064,0
6,4,0,0,1.579998254776001,0
6,4,0,0,1.2999999523162842,0
6,4,0,0,1.2999999523162842,0
6,4,0,0,1.2999999523162842,0
6,4,4,1,1.3783999681472778,1
6,4,4,2,1.4567999839782715,2
6,18,5,4,1.6568000316619873,3
6,20,5,3,1.5568000078201294,2
6,23,5,4,3.6039986610412598,3
6,4,3,0,1.4736000299453735,0
6,4,4,1,1.5520000457763672,1
6,4,4,2,1.6304000616073608,2
6,20,5,4,1.6568000316619873,3
15,69,5,5,2.9567995071411133,9
15,72,5,5,2.9567995071411133,9
15,75,5,5,2.9567995071411133,9
15,77,5,5,2.9567995071411133,9
15,79,5,5,2.9567995071411133,9
15,70,5,5,2.548799514770508,8
15,81,5,5,2.9567995071411133,9
15,64,5,5,3.2303991317749023,10
15,80,5,5,3.130399227142334,10
15,54,5,6,2.648799419403076,21
15,73,5,6,2.7271993160247803,22
15,62,5,6,3.0567994117736816,27
15,56,5,6,3.0567994117736816,27
34,45,4,1,2.578399896621704,1
34,40,4,1,2.578399896621704,1
34,49,0,0,2.0920000076293945,0
34,46,4,1,2.578399896621704,1
34,53,4,1,2.578399896621704,1
34,50,4,1,2.578399896621704,1
6,4,5,3,1.7304000854492188,2
6,4,3,0,1.7472001314163208,0
6,4,4,1,1.8256001472473145,1
6,4,4,2,1.904000163078308,2
6,4,5,3,2.004000186920166,2
6,4,5,4,2.1040000915527344,3
6,14,5,5,3.677598476409912,11
6,10,3,0,1.6736000776290894,0
6,10,4,1,1.752000093460083,1
6,10,4,2,1.8304001092910767,2
6,10,5,3,1.9304001331329346,2
6,10,5,4,2.030400037765503,3
6,18,5,5,1.7568000555038452,5
6,23,5,5,3.703998565673828,11
6,9,3,0,2.8735995292663574,0
6,12,5,5,2.9567995071411133,9
6,13,5,5,2.9567995071411133,9
6,16,5,5,2.9567995071411133,9
6,18,5,5,2.9567995071411133,9
6,19,5,5,2.9567995071411133,9
6,15,5,5,2.9567995071411133,9
6,21,5,5,2.9567995071411133,9
6,22,5,5,2.9567995071411133,9
6,4,4,2,3.0039992332458496,2
6,20,5,5,1.7568000555038452,5
6,4,3,0,2.120800018310547,0
6,20,3,0,1.7736001014709473,0
6,4,4,1,2.199199914932251,1
6,20,4,1,1.852000117301941,1
6,4,4,2,2.277599811553955,2
6,20,4,2,1.9304001331329346,2
6,4,5,3,2.3775997161865234,2
6,20,5,3,2.030400037765503,2
6,4,5,4,2.477599620819092,3
6,20,5,4,2.1303999423980713,3
6,10,5,5,2.1303999423980713,7
6,4,5,5,2.57759952545166,8
6,20,5,5,2.2303998470306396,7
6,18,3,0,1.7736001014709473,0
6,18,4,1,1.852000117301941,1
6,18,4,2,1.9304001331329346,2
6,18,5,3,2.030400037765503,2
6,18,5,4,2.1303999423980713,3
6,18,5,5,2.2303998470306396,7
6,11,3,0,3.1471991539001465,0
6,11,4,1,3.2255990505218506,1
6,11,4,2,3.3039989471435547,2
6,11,5,3,3.403998851776123,2
6,11,5,4,3.5039987564086914,3
6,11,5,5,3.6039986610412598,11
6,44,0,0,2.1703999042510986,0
6,44,4,1,2.2487998008728027,1
6,38,4,2,2.656799793243408,2
6,48,4,2,2.656799793243408,2
6,39,4,2,2.656799793243408,2
6,45,4,2,2.656799793243408,2
6,40,4,2,2.656799793243408,2
6,49,4,2,2.656799793243408,2
6,46,4,2,2.656799793243408,2
6,53,4,2,2.656799793243408,2
6,50,4,2,2.656799793243408,2
6,52,4,2,2.2487998008728027,2
6,27,4,2,2.656799793243408,2
6,29,4,2,2.656799793243408,2
6,26,4,2,2.656799793243408,2
6,25,4,2,2.656799793243408,2
6,28,4,2,2.656799793243408,2
6,30,4,2,2.656799793243408,2
3,7,3,0,2.9471993446350098,0
6,5,4,2,2.595999240875244,2
6,9,4,1,2.9519994258880615,1
6,10,5,3,2.62239933013916,2
6,14,3,0,2.9471993446350098,0
6,23,5,3,3.0303993225097656,2
6,11,5,4,3.0303993225097656,3
6,17,5,4,3.0303993225097656,3
6,20,5,4,2.7007992267608643,3
6,24,5,4,2.856799602508545,3
6,7,5,5,2.627199411392212,8
6,4,3,0,3.020799160003662,0
6,14,4,1,3.025599241256714,1
6,4,4,1,3.099199056625366,1
6,24,5,5,2.9567995071411133,9
6,9,4,2,3.0303993225097656,2
6,14,4,2,3.103999137878418,2
6,4,4,2,3.1775989532470703,2
6,5,5,3,2.6959991455078125,2
6,10,3,0,2.6391992568969727,0
6,23,5,4,3.130399227142334,3
6,17,5,6,3.2303991317749023,32
6,20,3,0,2.247199773788452,0
6,20,4,1,2.3255996704101562,1
6,20,4,2,2.4039995670318604,2
42,4,0,0,2.0920000076293945,0
42,5,4,1,2.578399896621704,1
6,20,5,4,2.603999376296997,3
6,18,5,6,2.330399751663208,16
6,31,4,2,2.656799793243408,2
6,33,4,2,2.656799793243408,2
6,32,4,2,2.656799793243408,2
34,37,4,1,2.1703999042510986,1
34,52,0,0,1.684000015258789,0
34,49,4,1,2.1703999042510986,1
34,52,4,1,1.7624000310897827,1
34,34,4,2,2.656799793243408,2
34,41,4,2,2.656799793243408,2
34,51,4,2,2.656799793243408,2
34,17,4,1,2.578399896621704,1
34,18,4,1,2.578399896621704,1
34,19,4,1,2.578399896621704,1
34,15,4,1,2.578399896621704,1
34,20,4,1,2.578399896621704,1
34,21,4,1,2.578399896621704,1
34,22,4,1,2.578399896621704,1
34,23,4,1,2.578399896621704,1
34,10,4,1,2.578399896621704,1
34,2,4,1,2.1703999042510986,1
34,4,4,1,2.1703999042510986,1
34,5,4,1,1.7624000310897827,1
34,6,4,1,2.1703999042510986,1
34,7,4,1,2.1703999042510986,1
34,8,4,1,2.1703999042510986,1
34,9,4,1,2.1703999042510986,1
34,11,4,1,2.1703999042510986,1
34,3,4,2,2.656799793243408,2
34,12,4,1,2.1703999042510986,1
34,55,4,1,2.578399896621704,1
34,58,4,1,2.578399896621704,1
34,62,4,1,2.578399896621704,1
34,65,4,1,2.578399896621704,1
34,63,4,1,2.578399896621704,1
34,54,4,1,2.578399896621704,1
34,56,4,1,2.578399896621704,1
34,57,0,0,2.0920000076293945,0
34,60,4,1,2.578399896621704,1
34,61,4,1,2.578399896621704,1
34,59,4,1,2.578399896621704,1
6,10,5,6,2.2303998470306396,15
3,5,3,0,2.4615988731384277,0
3,5,4,1,2.539998769760132,1
6,20,5,3,2.5039994716644287,2
42,2,4,1,2.578399896621704,1
42,3,4,1,2.578399896621704,1
6,20,5,5,2.7039992809295654,8
6,29,5,3,2.7567996978759766,2
6,44,4,2,2.327199697494507,2
6,41,5,3,2.7567996978759766,2
6,42,5,3,2.7567996978759766,2
6,47,5,3,2.7567996978759766,2
6,37,5,3,2.7567996978759766,2
6,38,5,3,2.7567996978759766,2
6,39,5,3,2.7567996978759766,2
6,40,5,3,2.7567996978759766,2
6,9,5,3,3.130399227142334,2
6,14,5,3,3.2039990425109863,2
6,4,3,0,3.194398880004883,0
6,5,5,4,2.795999050140381,3
6,11,5,5,3.130399227142334,10
6,17,5,5,3.130399227142334,10
6,20,5,5,2.8007991313934326,9
6,2,5,6,3.0567994117736816,27
6,3,5,6,3.0567994117736816,27
6,6,5,6,3.0567994117736816,27
6,8,5,6,3.0567994117736816,27
6,10,0,0,2.231199264526367,0
6,4,4,1,3.272798776626587,1
6,10,4,1,2.3095991611480713,1
19,2,0,0,2.0920000076293945,0
19,2,4,1,2.1703999042510986,1
19,2,0,0,1.7623999118804932,0
19,2,4,1,1.8407999277114868,1
19,2,0,0,1.4327999353408813,0
19,2,4,1,1.511199951171875,1
19,2,0,0,1.2999999523162842,0
19,2,4,1,1.3783999681472778,1
19,2,4,2,1.4567999839782715,2
19,2,3,0,1.4736000299453735,0
19,3,4,1,2.578399896621704,1
19,3,4,2,2.656799793243408,2
19,3,3,0,2.6735997200012207,0
19,3,0,0,2.2655997276306152,0
19,3,0,0,1.8575997352600098,0
19,3,0,0,1.4495997428894043,0
19,3,0,0,1.2999999523162842,0
19,3,0,0,1.2999999523162842,0
19,3,0,0,1.2999999523162842,0
19,3,4,1,1.3783999681472778,1
19,3,0,0,1.2999999523162842,0
19,3,0,0,1.2999999523162842,0
19,3,4,1,1.3783999681472778,1
19,3,0,0,1.2999999523162842,0
19,3,0,0,1.2999999523162842,0
19,3,4,1,1.3783999681472778,1
19,3,0,0,1.2999999523162842,0
19,3,0,0,1.2999999523162842,0
19,3,4,1,1.3783999681472778,1
19,3,0,0,1.2999999523162842,0
19,3,0,0,1.2999999523162842,0
19,3,4,1,1.3783999681472778,1
6,12,5,6,3.0567994117736816,27
6,13,5,6,3.0567994117736816,27
6,16,5,6,3.0567994117736816,27
34,66,4,1,2.578399896621704,1
34,66,4,2,2.656799793243408,2
34,69,4,1,2.578399896621704,1
34,70,4,1,2.578399896621704,1
34,71,4,1,2.578399896621704,1
6,18,3,0,2.973599433898926,0
6,15,5,6,3.0567994117736816,27
6,5,5,6,2.9959988594055176,27
6,4,3,0,2.5943994522094727,0
6,4,4,1,2.6727993488311768,1
6,4,4,2,2.751199245452881,2
6,4,5,3,2.851199150085449,2
6,4,5,4,2.9511990547180176,3
6,4,5,5,3.051198959350586,9
6,20,5,6,2.803999185562134,22
6,4,5,6,3.1511988639831543,28
3,9,5,3,2.4927990436553955,2
6,34,5,3,2.7567996978759766,2
6,51,5,3,2.7567996978759766,2
6,36,5,3,2.7567996978759766,2
6,43,3,0,2.6735997200012207,0
6,35,5,3,2.7567996978759766,2
6,48,5,3,2.7567996978759766,2
6,45,3,0,2.6735997200012207,0
34,72,4,1,2.578399896621704,1
34,73,4,1,2.578399896621704,1
34,75,4,1,2.578399896621704,1
34,75,4,2,2.656799793243408,2
34,77,4,1,2.578399896621704,1
34,80,4,1,2.578399896621704,1
34,80,4,2,2.656799793243408,2
34,80,5,3,2.7567996978759766,2
34,80,5,4,2.856799602508545,3
34,82,5,5,2.9567995071411133,9
34,74,5,3,2.7567996978759766,2
34,74,5,4,2.856799602508545,3
34,74,5,5,2.9567995071411133,9
34,74,5,6,3.0567994117736816,27
34,74,5,9,3.3567991256713867,857
34,83,4,1,2.578399896621704,1
34,83,5,4,2.856799602508545,3
6,85,4,1,2.578399896621704,1
3,3,3,0,3.320798873901367,0
6,19,5,6,3.0567994117736816,27
6,21,5,6,3.0567994117736816,27
3,4,3,0,1.647200107574463,0
3,8,5,3,1.8304001092910767,2
3,5,3,0,2.6175992488861084,0
3,10,5,4,2.7223992347717285,3
3,3,3,0,3.047199249267578,0
3,12,5,3,1.7304000854492188,2
3,11,3,0,1.4736000299453735,0
15,2,4,1,2.578399896621704,1
15,3,4,1,2.578399896621704,1
6,22,5,6,3.0567994117736816,27
6,4,0,0,2.8647987842559814,0
6,10,0,0,1.9015991687774658,0
6,18,0,0,2.5655994415283203,0
6,4,0,0,2.456798791885376,0
6,10,0,0,1.4935991764068604,0
6,18,0,0,2.157599449157715,0
6,4,0,0,2.0487987995147705,0
6,10,0,0,1.2999999523162842,0
6,18,0,0,1.7495994567871094,0
6,4,4,1,2.1271986961364746,1
6,10,0,0,1.2999999523162842,0
6,18,0,0,1.341599464416504,0
6,10,4,1,1.3783999681472778,1
6,18,4,1,1.4199994802474976,1
6,9,5,4,3.2303991317749023,3
6,14,3,0,3.220798969268799,0
6,14,4,1,3.299198865890503,1
3,13,5,3,2.7223992347717285,2
3,14,5,4,1.6768001317977905,3
3,7,4,1,3.025599241256714,1
3,18,5,6,2.240799903869629,15
3,23,3,0,2.157599925994873,0
3,17,5,6,2.7271993160247803,22
3,2,5,6,3.0567994117736816,27
3,6,3,0,2.973599433898926,0
3,9,3,0,2.973599433898926,0
3,16,5,6,3.0567994117736816,27
3,19,5,6,3.0567994117736816,27
3,15,5,6,3.0567994117736816,27
3,5,4,1,2.6959991455078125,1
3,3,4,1,3.1255991458892822,1
3,6,4,1,3.05199933052063,1
3,9,0,0,2.5655994415283203,0
3,11,0,0,1.2999999523162842,0
15,8,4,1,2.578399896621704,1
41,4,4,1,2.1703999042510986,1
41,6,0,0,1.684000015258789,0
41,8,0,0,1.684000015258789,0
6,49,5,3,2.7567996978759766,2
6,53,5,3,2.7567996978759766,2
6,52,3,0,2.2655997276306152,0
6,26,3,0,2.6735997200012207,0
6,30,5,3,2.7567996978759766,2
6,33,5,3,2.7567996978759766,2
6,43,0,0,2.3439996242523193,0
34,82,4,1,2.578399896621704,1
34,82,4,2,2.656799793243408,2
34,82,5,3,2.7567996978759766,2
34,82,5,4,2.856799602508545,3
34,74,4,1,2.578399896621704,1
34,74,4,2,2.656799793243408,2
34,74,5,6,3.0567994117736816,27
34,74,5,7,3.15679931640625,83
34,74,5,8,3.2567992210388184,263
34,83,4,2,2.656799793243408,2
34,83,5,5,2.9567995071411133,9
34,13,4,2,2.656799793243408,2
34,14,4,2,2.656799793243408,2
34,16,4,2,2.656799793243408,2
34,17,0,0,2.1703999042510986,0
34,17,0,0,1.7623999118804932,0
3,82,0,0,2.0920000076293945,0
3,83,4,1,2.578399896621704,1
3,23,3,0,2.431199550628662,0
3,20,5,6,3.0567994117736816,27
3,4,4,1,1.7256001234054565,1
15,4,4,1,2.578399896621704,1
15,5,4,1,2.578399896621704,1
15,6,4,1,2.578399896621704,1
15,7,0,0,2.0920000076293945,0
15,11,4,1,2.578399896621704,1
43,2,0,0,2.0920000076293945,0
43,3,0,0,2.0920000076293945,0
43,4,4,1,2.578399896621704,1
43,5,4,1,2.578399896621704,1
43,6,4,1,2.578399896621704,1
43,7,4,1,2.578399896621704,1
43,8,4,1,2.578399896621704,1
6,46,5,3,2.7567996978759766,2
6,50,5,3,2.7567996978759766,2
6,27,5,3,2.7567996978759766,2
6,25,5,3,2.7567996978759766,2
6,28,5,3,2.7567996978759766,2
6,31,5,3,2.7567996978759766,2
6,32,5,3,2.7567996978759766,2
6,43,4,1,2.751999616622925,1
6,45,0,0,2.2655997276306152,0
6,52,4,1,2.3439996242523193,1
6,26,4,1,2.751999616622925,1
6,45,4,1,2.3439996242523193,1
6,43,4,1,2.4223995208740234,1
6,26,4,2,2.830399513244629,2
34,83,5,3,2.7567996978759766,2
3,12,3,0,1.9208002090454102,0
3,21,5,6,3.0567994117736816,27
3,23,4,1,2.235999822616577,1
43,9,4,1,2.578399896621704,1
43,11,4,1,2.578399896621704,1
43,12,4,1,2.578399896621704,1
43,13,4,1,2.578399896621704,1
43,14,4,1,2.578399896621704,1
43,16,4,1,2.578399896621704,1
43,17,4,1,2.578399896621704,1
43,18,4,1,2.578399896621704,1
43,19,4,1,2.578399896621704,1
43,15,4,1,2.578399896621704,1
43,20,4,1,2.578399896621704,1
43,21,4,1,2.578399896621704,1
43,22,4,1,2.578399896621704,1
43,23,4,1,2.578399896621704,1
43,10,4,1,2.578399896621704,1
43,2,4,1,2.1703999042510986,1
43,3,4,1,2.1703999042510986,1
6,2,5,7,3.15679931640625,83
6,29,5,4,2.856799602508545,3
6,25,5,4,2.856799602508545,3
6,28,5,4,2.856799602508545,3
6,33,4,2,2.9303994178771973,2
6,26,4,2,3.0039992332458496,2
6,14,5,6,3.7775983810424805,41
6,23,5,6,3.8039984703063965,41
3,13,3,0,2.9127988815307617,0
3,22,5,6,3.0567994117736816,27
3,11,0,0,1.2999999523162842,0
15,9,0,0,2.0920000076293945,0
3,9,4,1,2.6439993381500244,1
3,11,0,0,1.2999999523162842,0
3,11,4,1,1.3783999681472778,1
6,7,5,6,2.7271993160247803,22
6,4,4,2,2.2055985927581787,2
6,10,4,2,1.4567999839782715,2
6,18,0,0,1.2999999523162842,0
6,14,4,2,3.377598762512207,2
6,18,4,1,1.3783999681472778,1
6,23,5,5,3.2303991317749023,10
6,5,5,5,2.895998954772949,9
3,7,4,2,3.103999137878418,2
3,4,0,0,1.317600131034851,0
3,5,0,0,2.287999153137207,0
3,3,4,2,3.2039990425109863,2
3,23,4,2,2.3143997192382812,2
3,6,4,2,3.130399227142334,2
3,9,0,0,2.235999345779419,0
3,11,4,2,1.4567999839782715,2
3,4,4,1,1.3960001468658447,1
3,5,4,1,2.366399049758911,1
3,9,4,1,2.314399242401123,1
3,8,5,4,1.9304001331329346,3
3,12,3,0,1.7472001314163208,0
3,12,4,1,1.8256001472473145,1
3,13,3,0,2.739199161529541,0
3,13,4,1,2.817599058151245,1
3,4,0,0,1.2999999523162842,0
3,4,0,0,1.2999999523162842,0
3,4,0,0,1.2999999523162842,0
3,4,4,1,1.3783999681472778,1
3,5,4,2,2.4447989463806152,2
3,9,4,2,2.392799139022827,2
3,12,4,2,1.904000163078308,2
3,13,4,2,2.895998954772949,2
3,4,4,2,1.4567999839782715,2
3,10,5,5,2.822399139404297,9
3,14,5,5,1.7768001556396484,6
3,7,5,3,3.2039990425109863,2
3,3,5,3,3.3039989471435547,2
3,23,5,3,2.4143996238708496,2
3,6,5,3,3.2303991317749023,2
3,11,3,0,1.4736000299453735,0
3,11,4,1,1.5520000457763672,1
3,11,4,2,1.6304000616073608,2
3,27,4,1,2.578399896621704,1
3,29,4,1,2.578399896621704,1
3,26,4,1,2.578399896621704,1
3,25,4,1,2.578399896621704,1
3,28,0,0,2.0920000076293945,0
3,30,4,1,2.578399896621704,1
3,32,0,0,2.0920000076293945,0
3,31,4,1,2.578399896621704,1
3,33,0,0,2.0920000076293945,0
3,28,0,0,1.684000015258789,0
3,32,4,1,2.1703999042510986,1
3,33,4,1,2.1703999042510986,1
3,28,4,1,1.7624000310897827,1
6,27,5,4,2.856799602508545,3
6,52,4,2,2.4223995208740234,2
6,45,4,2,2.4223995208740234,2
15,22,4,1,2.578399896621704,1
15,23,4,1,2.578399896621704,1
15,10,4,1,2.578399896621704,1
15,57,5,6,3.0567994117736816,27
15,58,5,6,3.0567994117736816,27
15,60,5,6,3.0567994117736816,27